GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",catalytic activity,10,0.0003765769158350593
GO:0015248,sterol transporter activity,transporter activity,10,0.0003765769158350593
GO:0033987,2-hydroxyisoflavanone dehydratase activity,catalytic activity,9,0.0003389192242515534
GO:0015114,phosphate ion transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0004784,superoxide dismutase activity,"catalytic activity,antioxidant activity",9,0.0003389192242515534
GO:0015140,malate transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,catalytic activity,9,0.0003389192242515534
GO:0005459,UDP-galactose transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0004321,fatty-acyl-CoA synthase activity,catalytic activity,9,0.0003389192242515534
GO:0005375,copper ion transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0004550,nucleoside diphosphate kinase activity,catalytic activity,9,0.0003389192242515534
GO:0004124,cysteine synthase activity,catalytic activity,9,0.0003389192242515534
GO:0005048,signal sequence binding,binding,9,0.0003389192242515534
GO:1990841,promoter-specific chromatin binding,binding,9,0.0003389192242515534
GO:0032451,demethylase activity,catalytic activity,9,0.0003389192242515534
GO:0031492,nucleosomal DNA binding,binding,9,0.0003389192242515534
GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity,catalytic activity,9,0.0003389192242515534
GO:0051010,microtubule plus-end binding,binding,9,0.0003389192242515534
GO:0000014,single-stranded DNA endodeoxyribonuclease activity,catalytic activity,9,0.0003389192242515534
GO:0043015,gamma-tubulin binding,binding,9,0.0003389192242515534
GO:0009884,cytokinin receptor activity,"molecular transducer activity,signaling receptor activity",9,0.0003389192242515534
GO:0036402,proteasome-activating ATPase activity,catalytic activity,9,0.0003389192242515534
GO:0008131,primary amine oxidase activity,catalytic activity,9,0.0003389192242515534
GO:1990825,sequence-specific mRNA binding,binding,9,0.0003389192242515534
GO:0004802,transketolase activity,catalytic activity,9,0.0003389192242515534
GO:0035312,5'-3' exodeoxyribonuclease activity,catalytic activity,9,0.0003389192242515534
GO:0030785,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0016504,peptidase activator activity,molecular function regulator,9,0.0003389192242515534
GO:0008175,tRNA methyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0008171,O-methyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0008526,phosphatidylinositol transfer activity,transporter activity,9,0.0003389192242515534
GO:0047485,protein N-terminus binding,binding,9,0.0003389192242515534
GO:0102568,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)",catalytic activity,9,0.0003389192242515534
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",catalytic activity,9,0.0003389192242515534
GO:0005504,fatty acid binding,binding,9,0.0003389192242515534
GO:0030620,U2 snRNA binding,binding,9,0.0003389192242515534
GO:0050750,low-density lipoprotein particle receptor binding,binding,9,0.0003389192242515534
GO:0102567,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",catalytic activity,9,0.0003389192242515534
GO:0008948,oxaloacetate decarboxylase activity,catalytic activity,9,0.0003389192242515534
GO:0004462,lactoylglutathione lyase activity,catalytic activity,9,0.0003389192242515534
GO:0001872,(1->3)-beta-D-glucan binding,binding,9,0.0003389192242515534
GO:0070905,serine binding,binding,9,0.0003389192242515534
GO:0004356,glutamate-ammonia ligase activity,catalytic activity,9,0.0003389192242515534
GO:0004180,carboxypeptidase activity,catalytic activity,9,0.0003389192242515534
GO:0043546,molybdopterin cofactor binding,binding,9,0.0003389192242515534
GO:0050734,hydroxycinnamoyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0000293,ferric-chelate reductase activity,catalytic activity,9,0.0003389192242515534
GO:0043014,alpha-tubulin binding,binding,9,0.0003389192242515534
GO:0001147,transcription termination site sequence-specific DNA binding,binding,9,0.0003389192242515534
GO:0016984,ribulose-bisphosphate carboxylase activity,catalytic activity,9,0.0003389192242515534
GO:0015116,sulfate transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0010436,carotenoid dioxygenase activity,catalytic activity,9,0.0003389192242515534
GO:1990837,sequence-specific double-stranded DNA binding,binding,9,0.0003389192242515534
GO:0031386,protein tag,none,9,0.0003389192242515534
GO:0004407,histone deacetylase activity,catalytic activity,9,0.0003389192242515534
GO:0008271,secondary active sulfate transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0015108,chloride transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0033836,flavonol 7-O-beta-glucosyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",catalytic activity,9,0.0003389192242515534
GO:0051538,"3 iron, 4 sulfur cluster binding",binding,9,0.0003389192242515534
GO:0008494,translation activator activity,"translation regulator activity,binding",9,0.0003389192242515534
GO:0010857,calcium-dependent protein kinase activity,catalytic activity,9,0.0003389192242515534
GO:0019905,syntaxin binding,binding,9,0.0003389192242515534
GO:0008066,glutamate receptor activity,"molecular transducer activity,signaling receptor activity",9,0.0003389192242515534
GO:0050403,trans-zeatin O-beta-D-glucosyltransferase activity,catalytic activity,9,0.0003389192242515534
GO:0005242,inward rectifier potassium channel activity,transporter activity,9,0.0003389192242515534
GO:0008893,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",catalytic activity,9,0.0003389192242515534
GO:0070181,small ribosomal subunit rRNA binding,binding,9,0.0003389192242515534
GO:0003986,acetyl-CoA hydrolase activity,catalytic activity,9,0.0003389192242515534
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",binding,9,0.0003389192242515534
GO:0015204,urea transmembrane transporter activity,transporter activity,9,0.0003389192242515534
GO:0102490,8-oxo-dGTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0080031,methyl salicylate esterase activity,catalytic activity,8,0.00030126153266804746
GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",catalytic activity,8,0.00030126153266804746
GO:0047213,anthocyanidin 3-O-glucosyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0102867,molybdenum cofactor sulfurtransferase activity,catalytic activity,8,0.00030126153266804746
GO:0010472,GDP-galactose:glucose-1-phosphate guanylyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0004715,non-membrane spanning protein tyrosine kinase activity,catalytic activity,8,0.00030126153266804746
GO:0080047,GDP-L-galactose phosphorylase activity,catalytic activity,8,0.00030126153266804746
GO:0010475,galactose-1-phosphate guanylyltransferase (GDP) activity,catalytic activity,8,0.00030126153266804746
GO:0004096,catalase activity,"catalytic activity,antioxidant activity",8,0.00030126153266804746
GO:0010290,chlorophyll catabolite transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0004869,cysteine-type endopeptidase inhibitor activity,molecular function regulator,8,0.00030126153266804746
GO:0010473,GDP-galactose:myoinositol-1-phosphate guanylyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0080032,methyl jasmonate esterase activity,catalytic activity,8,0.00030126153266804746
GO:0003955,NAD(P)H dehydrogenase (quinone) activity,catalytic activity,8,0.00030126153266804746
GO:0010471,GDP-galactose:mannose-1-phosphate guanylyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0008121,ubiquinol-cytochrome-c reductase activity,catalytic activity,8,0.00030126153266804746
GO:0052726,"inositol-1,3,4-trisphosphate 5-kinase activity",catalytic activity,8,0.00030126153266804746
GO:0005313,L-glutamate transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0004634,phosphopyruvate hydratase activity,catalytic activity,8,0.00030126153266804746
GO:1990465,aldehyde oxygenase (deformylating) activity,catalytic activity,8,0.00030126153266804746
GO:0008199,ferric iron binding,binding,8,0.00030126153266804746
GO:0008928,mannose-1-phosphate guanylyltransferase (GDP) activity,catalytic activity,8,0.00030126153266804746
GO:0003896,DNA primase activity,catalytic activity,8,0.00030126153266804746
GO:0102487,dUTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0102486,dCTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0030623,U5 snRNA binding,binding,8,0.00030126153266804746
GO:0017124,SH3 domain binding,binding,8,0.00030126153266804746
GO:0005432,calcium:sodium antiporter activity,transporter activity,8,0.00030126153266804746
GO:0016297,acyl-[acyl-carrier-protein] hydrolase activity,catalytic activity,8,0.00030126153266804746
GO:1990931,RNA N6-methyladenosine dioxygenase activity,catalytic activity,8,0.00030126153266804746
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",catalytic activity,8,0.00030126153266804746
GO:0080048,GDP-D-glucose phosphorylase activity,catalytic activity,8,0.00030126153266804746
GO:0043682,P-type divalent copper transporter activity,"transporter activity,catalytic activity",8,0.00030126153266804746
GO:0102488,dTTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0015431,ABC-type glutathione S-conjugate transporter activity,"transporter activity,catalytic activity",8,0.00030126153266804746
GO:0004470,malic enzyme activity,catalytic activity,8,0.00030126153266804746
GO:0009924,octadecanal decarbonylase activity,catalytic activity,8,0.00030126153266804746
GO:0102485,dATP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0102491,dGTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0102489,GTP phosphohydrolase activity,catalytic activity,8,0.00030126153266804746
GO:0010297,heteropolysaccharide binding,binding,8,0.00030126153266804746
GO:1990714,hydroxyproline O-galactosyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0010474,glucose-1-phosphate guanylyltransferase (GDP) activity,catalytic activity,8,0.00030126153266804746
GO:0047325,inositol tetrakisphosphate 1-kinase activity,catalytic activity,8,0.00030126153266804746
GO:0043024,ribosomal small subunit binding,binding,8,0.00030126153266804746
GO:0000035,acyl binding,binding,8,0.00030126153266804746
GO:0036310,annealing helicase activity,binding,8,0.00030126153266804746
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",catalytic activity,8,0.00030126153266804746
GO:0043021,ribonucleoprotein complex binding,binding,8,0.00030126153266804746
GO:0050265,RNA uridylyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0008195,phosphatidate phosphatase activity,catalytic activity,8,0.00030126153266804746
GO:0004823,leucine-tRNA ligase activity,catalytic activity,8,0.00030126153266804746
GO:0047714,galactolipase activity,catalytic activity,8,0.00030126153266804746
GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,catalytic activity,8,0.00030126153266804746
GO:0004366,glycerol-3-phosphate O-acyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0009882,blue light photoreceptor activity,"molecular transducer activity,signaling receptor activity",8,0.00030126153266804746
GO:0035197,siRNA binding,binding,8,0.00030126153266804746
GO:0018771,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity",catalytic activity,8,0.00030126153266804746
GO:0051721,protein phosphatase 2A binding,binding,8,0.00030126153266804746
GO:0005355,glucose transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0015168,glycerol transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0005354,galactose transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0052595,aliphatic-amine oxidase activity,catalytic activity,8,0.00030126153266804746
GO:0052596,phenethylamine:oxygen oxidoreductase (deaminating) activity,catalytic activity,8,0.00030126153266804746
GO:0036435,K48-linked polyubiquitin modification-dependent protein binding,binding,8,0.00030126153266804746
GO:0052593,tryptamine:oxygen oxidoreductase (deaminating) activity,catalytic activity,8,0.00030126153266804746
GO:0052594,aminoacetone:oxygen oxidoreductase(deaminating) activity,catalytic activity,8,0.00030126153266804746
GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,binding,8,0.00030126153266804746
GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,catalytic activity,8,0.00030126153266804746
GO:0008301,"DNA binding, bending",binding,8,0.00030126153266804746
GO:0051959,dynein light intermediate chain binding,binding,8,0.00030126153266804746
GO:0008519,ammonium transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0008460,"dTDP-glucose 4,6-dehydratase activity",catalytic activity,8,0.00030126153266804746
GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,catalytic activity,8,0.00030126153266804746
GO:0015175,neutral amino acid transmembrane transporter activity,transporter activity,8,0.00030126153266804746
GO:0010521,telomerase inhibitor activity,molecular function regulator,8,0.00030126153266804746
GO:0016621,cinnamoyl-CoA reductase activity,catalytic activity,8,0.00030126153266804746
GO:0045505,dynein intermediate chain binding,binding,8,0.00030126153266804746
GO:0033678,5'-3' DNA/RNA helicase activity,catalytic activity,8,0.00030126153266804746
GO:0008106,alcohol dehydrogenase (NADP+) activity,catalytic activity,8,0.00030126153266804746
GO:0018685,alkane 1-monooxygenase activity,catalytic activity,8,0.00030126153266804746
GO:0048365,small GTPase binding,binding,8,0.00030126153266804746
GO:0005179,hormone activity,"molecular function regulator,binding",8,0.00030126153266804746
GO:0008725,DNA-3-methyladenine glycosylase activity,catalytic activity,8,0.00030126153266804746
GO:0031493,nucleosomal histone binding,binding,8,0.00030126153266804746
GO:0016307,phosphatidylinositol phosphate kinase activity,catalytic activity,8,0.00030126153266804746
GO:0016906,sterol 3-beta-glucosyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0004834,tryptophan synthase activity,catalytic activity,7,0.00026360384108454154
GO:0102202,soladodine glucosyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0004300,enoyl-CoA hydratase activity,catalytic activity,7,0.00026360384108454154
GO:0048037,obsolete cofactor binding,none,7,0.00026360384108454154
GO:0047334,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,catalytic activity,7,0.00026360384108454154
GO:0004475,mannose-1-phosphate guanylyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0097177,mitochondrial ribosome binding,binding,7,0.00026360384108454154
GO:0005223,intracellular cGMP-activated cation channel activity,transporter activity,7,0.00026360384108454154
GO:0003987,acetate-CoA ligase activity,catalytic activity,7,0.00026360384108454154
GO:0005537,mannose binding,binding,7,0.00026360384108454154
GO:0070878,primary miRNA binding,binding,7,0.00026360384108454154
GO:0120091,jasmonic acid hydrolase,catalytic activity,7,0.00026360384108454154
GO:0003954,NADH dehydrogenase activity,catalytic activity,7,0.00026360384108454154
GO:0102203,brassicasterol glucosyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0046524,sucrose-phosphate synthase activity,catalytic activity,7,0.00026360384108454154
GO:0008728,GTP diphosphokinase activity,catalytic activity,7,0.00026360384108454154
GO:0015098,molybdate ion transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0047412,N-(long-chain-acyl)ethanolamine deacylase activity,catalytic activity,7,0.00026360384108454154
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",catalytic activity,7,0.00026360384108454154
GO:0050833,pyruvate transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0017040,N-acylsphingosine amidohydrolase activity,catalytic activity,7,0.00026360384108454154
GO:0102121,ceramidase activity,catalytic activity,7,0.00026360384108454154
GO:0018742,epoxide hydrolase B activity,catalytic activity,7,0.00026360384108454154
GO:0052642,lysophosphatidic acid phosphatase activity,catalytic activity,7,0.00026360384108454154
GO:0032051,clathrin light chain binding,binding,7,0.00026360384108454154
GO:0052747,sinapyl alcohol dehydrogenase activity,catalytic activity,7,0.00026360384108454154
GO:0045551,cinnamyl-alcohol dehydrogenase activity,catalytic activity,7,0.00026360384108454154
GO:0017116,single-stranded DNA helicase activity,catalytic activity,7,0.00026360384108454154
GO:0004534,5'-3' exoribonuclease activity,catalytic activity,7,0.00026360384108454154
GO:0102077,oleamide hydrolase activity,catalytic activity,7,0.00026360384108454154
GO:0070840,dynein complex binding,binding,7,0.00026360384108454154
GO:0005460,UDP-glucose transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0017091,mRNA 3'-UTR AU-rich region binding,binding,7,0.00026360384108454154
GO:0030732,methionine S-methyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0103073,anandamide amidohydrolase activity,catalytic activity,7,0.00026360384108454154
GO:0004143,diacylglycerol kinase activity,catalytic activity,7,0.00026360384108454154
GO:0033613,activating transcription factor binding,binding,7,0.00026360384108454154
GO:0004629,phospholipase C activity,catalytic activity,7,0.00026360384108454154
GO:0070008,serine-type exopeptidase activity,catalytic activity,7,0.00026360384108454154
GO:0004825,methionine-tRNA ligase activity,catalytic activity,7,0.00026360384108454154
GO:0045182,translation regulator activity,translation regulator activity,7,0.00026360384108454154
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,catalytic activity,7,0.00026360384108454154
GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,catalytic activity,7,0.00026360384108454154
GO:0045548,phenylalanine ammonia-lyase activity,catalytic activity,7,0.00026360384108454154
GO:0008878,glucose-1-phosphate adenylyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0008964,phosphoenolpyruvate carboxylase activity,catalytic activity,7,0.00026360384108454154
GO:0032977,membrane insertase activity,molecular carrier activity,7,0.00026360384108454154
GO:0080116,glucuronoxylan glucuronosyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0032183,SUMO binding,binding,7,0.00026360384108454154
GO:0102205,cholesterol alpha-glucosyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0051011,microtubule minus-end binding,binding,7,0.00026360384108454154
GO:0016866,intramolecular transferase activity,catalytic activity,7,0.00026360384108454154
GO:1902417,(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0047429,nucleoside-triphosphate diphosphatase activity,catalytic activity,7,0.00026360384108454154
GO:0044389,ubiquitin-like protein ligase binding,binding,7,0.00026360384108454154
GO:0003997,acyl-CoA oxidase activity,catalytic activity,7,0.00026360384108454154
GO:0047627,adenylylsulfatase activity,catalytic activity,7,0.00026360384108454154
GO:0016303,1-phosphatidylinositol-3-kinase activity,catalytic activity,7,0.00026360384108454154
GO:0005534,galactose binding,binding,7,0.00026360384108454154
GO:0052742,phosphatidylinositol kinase activity,catalytic activity,7,0.00026360384108454154
GO:0003855,3-dehydroquinate dehydratase activity,catalytic activity,7,0.00026360384108454154
GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,catalytic activity,7,0.00026360384108454154
GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,catalytic activity,7,0.00026360384108454154
GO:0004849,uridine kinase activity,catalytic activity,7,0.00026360384108454154
GO:0010997,anaphase-promoting complex binding,binding,7,0.00026360384108454154
GO:0050378,UDP-glucuronate 4-epimerase activity,catalytic activity,7,0.00026360384108454154
GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0016629,12-oxophytodienoate reductase activity,catalytic activity,7,0.00026360384108454154
GO:0004560,alpha-L-fucosidase activity,catalytic activity,7,0.00026360384108454154
GO:0102966,arachidoyl-CoA:1-dodecanol O-acyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0008312,7S RNA binding,binding,7,0.00026360384108454154
GO:0047196,long-chain-alcohol O-fatty-acyltransferase activity,catalytic activity,7,0.00026360384108454154
GO:0030507,spectrin binding,binding,7,0.00026360384108454154
GO:0008146,sulfotransferase activity,catalytic activity,7,0.00026360384108454154
GO:0015078,proton transmembrane transporter activity,transporter activity,7,0.00026360384108454154
GO:0019104,DNA N-glycosylase activity,catalytic activity,7,0.00026360384108454154
GO:0004072,aspartate kinase activity,catalytic activity,7,0.00026360384108454154
GO:0008525,phosphatidylcholine transporter activity,transporter activity,7,0.00026360384108454154
GO:0016161,beta-amylase activity,catalytic activity,7,0.00026360384108454154
GO:0102499,SHG alpha-glucan phosphorylase activity,catalytic activity,7,0.00026360384108454154
GO:0004022,alcohol dehydrogenase (NAD+) activity,catalytic activity,7,0.00026360384108454154
GO:0016656,monodehydroascorbate reductase (NADH) activity,catalytic activity,7,0.00026360384108454154
GO:0008184,glycogen phosphorylase activity,catalytic activity,7,0.00026360384108454154
GO:0102250,linear malto-oligosaccharide phosphorylase activity,catalytic activity,7,0.00026360384108454154
GO:0046863,"ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity",molecular function regulator,7,0.00026360384108454154
GO:0004013,adenosylhomocysteinase activity,catalytic activity,6,0.00022594614950103558
GO:0004412,homoserine dehydrogenase activity,catalytic activity,6,0.00022594614950103558
GO:0052659,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",catalytic activity,6,0.00022594614950103558
GO:0005345,purine nucleobase transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0004445,inositol-polyphosphate 5-phosphatase activity,catalytic activity,6,0.00022594614950103558
GO:0070012,oligopeptidase activity,catalytic activity,6,0.00022594614950103558
GO:0050502,cis-zeatin O-beta-D-glucosyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0015643,toxic substance binding,binding,6,0.00022594614950103558
GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0004311,farnesyltranstransferase activity,catalytic activity,6,0.00022594614950103558
GO:0051377,mannose-ethanolamine phosphotransferase activity,catalytic activity,6,0.00022594614950103558
GO:0004647,phosphoserine phosphatase activity,catalytic activity,6,0.00022594614950103558
GO:1905538,polysome binding,binding,6,0.00022594614950103558
GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,catalytic activity,6,0.00022594614950103558
GO:0052658,"inositol-1,4,5-trisphosphate 5-phosphatase activity",catalytic activity,6,0.00022594614950103558
GO:0010179,IAA-Ala conjugate hydrolase activity,catalytic activity,6,0.00022594614950103558
GO:0004031,aldehyde oxidase activity,catalytic activity,6,0.00022594614950103558
GO:0004024,"alcohol dehydrogenase activity, zinc-dependent",catalytic activity,6,0.00022594614950103558
GO:0010428,methyl-CpNpG binding,binding,6,0.00022594614950103558
GO:0004566,beta-glucuronidase activity,catalytic activity,6,0.00022594614950103558
GO:0071917,triose-phosphate transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0015085,calcium ion transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0016841,ammonia-lyase activity,catalytic activity,6,0.00022594614950103558
GO:0052740,1-acyl-2-lysophosphatidylserine acylhydrolase activity,catalytic activity,6,0.00022594614950103558
GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity,catalytic activity,6,0.00022594614950103558
GO:0015247,aminophospholipid flippase activity,"transporter activity,catalytic activity",6,0.00022594614950103558
GO:0035514,DNA demethylase activity,catalytic activity,6,0.00022594614950103558
GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0140036,ubiquitin-dependent protein binding,binding,6,0.00022594614950103558
GO:1990188,euchromatin binding,binding,6,0.00022594614950103558
GO:0102339,3-oxo-arachidoyl-CoA reductase activity,catalytic activity,6,0.00022594614950103558
GO:0017096,acetylserotonin O-methyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0052823,"2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity",catalytic activity,6,0.00022594614950103558
GO:0016987,sigma factor activity,transcription regulator activity,6,0.00022594614950103558
GO:0004602,glutathione peroxidase activity,"catalytic activity,antioxidant activity",6,0.00022594614950103558
GO:1990404,protein ADP-ribosylase activity,catalytic activity,6,0.00022594614950103558
GO:0042937,tripeptide transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0051980,iron-nicotianamine transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0008373,sialyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0015131,oxaloacetate transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,catalytic activity,6,0.00022594614950103558
GO:0019825,oxygen binding,binding,6,0.00022594614950103558
GO:0042300,beta-amyrin synthase activity,catalytic activity,6,0.00022594614950103558
GO:0016831,carboxy-lyase activity,catalytic activity,6,0.00022594614950103558
GO:0000250,lanosterol synthase activity,catalytic activity,6,0.00022594614950103558
GO:0004557,alpha-galactosidase activity,catalytic activity,6,0.00022594614950103558
GO:0000254,C-4 methylsterol oxidase activity,catalytic activity,6,0.00022594614950103558
GO:0031435,mitogen-activated protein kinase kinase kinase binding,binding,6,0.00022594614950103558
GO:0051740,ethylene binding,binding,6,0.00022594614950103558
GO:0038199,ethylene receptor activity,"molecular transducer activity,signaling receptor activity",6,0.00022594614950103558
GO:0000774,adenyl-nucleotide exchange factor activity,"molecular function regulator,binding",6,0.00022594614950103558
GO:0102797,geranial:oxygen oxidoreductase activity,catalytic activity,6,0.00022594614950103558
GO:0004512,inositol-3-phosphate synthase activity,catalytic activity,6,0.00022594614950103558
GO:0015210,uracil transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0005125,cytokine activity,"molecular function regulator,binding",6,0.00022594614950103558
GO:0031176,"endo-1,4-beta-xylanase activity",catalytic activity,6,0.00022594614950103558
GO:0004596,peptide alpha-N-acetyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0003922,GMP synthase (glutamine-hydrolyzing) activity,catalytic activity,6,0.00022594614950103558
GO:0016871,cycloartenol synthase activity,catalytic activity,6,0.00022594614950103558
GO:0001181,RNA polymerase I general transcription initiation factor activity,none,6,0.00022594614950103558
GO:0008083,growth factor activity,"molecular function regulator,binding",6,0.00022594614950103558
GO:0097157,pre-mRNA intronic binding,binding,6,0.00022594614950103558
GO:0047205,quinate O-hydroxycinnamoyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0035242,protein-arginine omega-N asymmetric methyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0102406,omega-hydroxypalmitate O-sinapoyl transferase activity,catalytic activity,6,0.00022594614950103558
GO:0047172,shikimate O-hydroxycinnamoyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0001968,fibronectin binding,binding,6,0.00022594614950103558
GO:0004129,cytochrome-c oxidase activity,"transporter activity,catalytic activity",6,0.00022594614950103558
GO:0004459,L-lactate dehydrogenase activity,catalytic activity,6,0.00022594614950103558
GO:0102798,heptaldehyde:oxygen oxidoreductase activity,catalytic activity,6,0.00022594614950103558
GO:0016274,protein-arginine N-methyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0010429,methyl-CpNpN binding,binding,6,0.00022594614950103558
GO:0019210,kinase inhibitor activity,molecular function regulator,6,0.00022594614950103558
GO:0048032,galacturonate binding,binding,6,0.00022594614950103558
GO:0004520,endodeoxyribonuclease activity,catalytic activity,6,0.00022594614950103558
GO:0098505,G-rich strand telomeric DNA binding,binding,6,0.00022594614950103558
GO:0047760,butyrate-CoA ligase activity,catalytic activity,6,0.00022594614950103558
GO:0000064,L-ornithine transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0004324,ferredoxin-NADP+ reductase activity,catalytic activity,6,0.00022594614950103558
GO:0004659,prenyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0052739,phosphatidylserine 1-acylhydrolase activity,catalytic activity,6,0.00022594614950103558
GO:0004181,metallocarboxypeptidase activity,catalytic activity,6,0.00022594614950103558
GO:0008281,sulfonylurea receptor activity,"molecular transducer activity,signaling receptor activity",6,0.00022594614950103558
GO:0004014,adenosylmethionine decarboxylase activity,catalytic activity,6,0.00022594614950103558
GO:0003844,"1,4-alpha-glucan branching enzyme activity",catalytic activity,6,0.00022594614950103558
GO:0015173,aromatic amino acid transmembrane transporter activity,transporter activity,6,0.00022594614950103558
