GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0005782,peroxisomal matrix,"membrane-enclosed lumen,cellular anatomical entity",11,0.00041423460741856524
GO:0008278,cohesin complex,protein-containing complex,11,0.00041423460741856524
GO:0030008,TRAPP complex,protein-containing complex,11,0.00041423460741856524
GO:0000815,ESCRT III complex,protein-containing complex,11,0.00041423460741856524
GO:0005832,chaperonin-containing T-complex,protein-containing complex,11,0.00041423460741856524
GO:0032301,MutSalpha complex,protein-containing complex,11,0.00041423460741856524
GO:0071006,U2-type catalytic step 1 spliceosome,protein-containing complex,11,0.00041423460741856524
GO:0034098,VCP-NPL4-UFD1 AAA ATPase complex,protein-containing complex,11,0.00041423460741856524
GO:0071339,MLL1 complex,protein-containing complex,11,0.00041423460741856524
GO:0031298,replication fork protection complex,protein-containing complex,11,0.00041423460741856524
GO:0005604,basement membrane,cellular anatomical entity,11,0.00041423460741856524
GO:0062091,Ycf2/FtsHi complex,protein-containing complex,10,0.0003765769158350593
GO:0016593,Cdc73/Paf1 complex,protein-containing complex,10,0.0003765769158350593
GO:0000177,cytoplasmic exosome (RNase complex),protein-containing complex,10,0.0003765769158350593
GO:0031932,TORC2 complex,protein-containing complex,10,0.0003765769158350593
GO:0005763,mitochondrial small ribosomal subunit,protein-containing complex,10,0.0003765769158350593
GO:0031080,nuclear pore outer ring,protein-containing complex,10,0.0003765769158350593
GO:0098807,chloroplast thylakoid membrane protein complex,protein-containing complex,10,0.0003765769158350593
GO:0030130,clathrin coat of trans-Golgi network vesicle,protein-containing complex,10,0.0003765769158350593
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,protein-containing complex,10,0.0003765769158350593
GO:0008021,synaptic vesicle,"organelle,cellular anatomical entity",10,0.0003765769158350593
GO:0042406,extrinsic component of endoplasmic reticulum membrane,cellular anatomical entity,10,0.0003765769158350593
GO:0016035,zeta DNA polymerase complex,protein-containing complex,10,0.0003765769158350593
GO:0009538,photosystem I reaction center,protein-containing complex,10,0.0003765769158350593
GO:0005849,mRNA cleavage factor complex,protein-containing complex,10,0.0003765769158350593
GO:0010369,chromocenter,"organelle,cellular anatomical entity",10,0.0003765769158350593
GO:0008180,COP9 signalosome,protein-containing complex,10,0.0003765769158350593
GO:0031380,nuclear RNA-directed RNA polymerase complex,protein-containing complex,10,0.0003765769158350593
GO:0101031,chaperone complex,protein-containing complex,10,0.0003765769158350593
GO:0019774,"proteasome core complex, beta-subunit complex",protein-containing complex,10,0.0003765769158350593
GO:0005749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",protein-containing complex,10,0.0003765769158350593
GO:0031672,A band,cellular anatomical entity,10,0.0003765769158350593
GO:0016529,sarcoplasmic reticulum,"organelle,cellular anatomical entity",10,0.0003765769158350593
GO:0030430,host cell cytoplasm,cellular anatomical entity,9,0.0003389192242515534
GO:1904115,axon cytoplasm,"cytoplasm,cellular anatomical entity",9,0.0003389192242515534
GO:0030122,AP-2 adaptor complex,protein-containing complex,9,0.0003389192242515534
GO:0016281,eukaryotic translation initiation factor 4F complex,protein-containing complex,9,0.0003389192242515534
GO:0000778,condensed nuclear chromosome kinetochore,"supramolecular complex,organelle,cellular anatomical entity",9,0.0003389192242515534
GO:0031093,platelet alpha granule lumen,"membrane-enclosed lumen,cellular anatomical entity",9,0.0003389192242515534
GO:0008541,"proteasome regulatory particle, lid subcomplex",protein-containing complex,9,0.0003389192242515534
GO:0045273,respiratory chain complex II,protein-containing complex,9,0.0003389192242515534
GO:0000923,equatorial microtubule organizing center,cellular anatomical entity,9,0.0003389192242515534
GO:0036449,microtubule minus-end,cellular anatomical entity,9,0.0003389192242515534
GO:0016461,unconventional myosin complex,protein-containing complex,9,0.0003389192242515534
GO:0031430,M band,cellular anatomical entity,9,0.0003389192242515534
GO:0009533,chloroplast stromal thylakoid,cellular anatomical entity,9,0.0003389192242515534
GO:0016442,RISC complex,protein-containing complex,9,0.0003389192242515534
GO:0043229,intracellular organelle,cellular anatomical entity,9,0.0003389192242515534
GO:0005912,adherens junction,"cell junction,cellular anatomical entity",9,0.0003389192242515534
GO:0043078,polar nucleus,"organelle,cellular anatomical entity",9,0.0003389192242515534
GO:0089701,U2AF complex,protein-containing complex,9,0.0003389192242515534
GO:0035098,ESC/E(Z) complex,protein-containing complex,9,0.0003389192242515534
GO:0005664,nuclear origin of replication recognition complex,protein-containing complex,9,0.0003389192242515534
GO:0031428,box C/D RNP complex,protein-containing complex,9,0.0003389192242515534
GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",protein-containing complex,9,0.0003389192242515534
GO:0098685,Schaffer collateral - CA1 synapse,"cell junction,cellular anatomical entity,synapse",9,0.0003389192242515534
GO:0043194,axon initial segment,cellular anatomical entity,9,0.0003389192242515534
GO:0005880,nuclear microtubule,"supramolecular complex,cellular anatomical entity",9,0.0003389192242515534
GO:0030286,dynein complex,protein-containing complex,9,0.0003389192242515534
GO:0005851,eukaryotic translation initiation factor 2B complex,protein-containing complex,9,0.0003389192242515534
GO:0000938,GARP complex,protein-containing complex,9,0.0003389192242515534
GO:0005744,TIM23 mitochondrial import inner membrane translocase complex,protein-containing complex,9,0.0003389192242515534
GO:0016471,vacuolar proton-transporting V-type ATPase complex,protein-containing complex,9,0.0003389192242515534
GO:0018444,translation release factor complex,protein-containing complex,9,0.0003389192242515534
GO:0005684,U2-type spliceosomal complex,protein-containing complex,9,0.0003389192242515534
GO:0048188,Set1C/COMPASS complex,protein-containing complex,9,0.0003389192242515534
GO:0016272,prefoldin complex,protein-containing complex,8,0.00030126153266804746
GO:0000808,origin recognition complex,protein-containing complex,8,0.00030126153266804746
GO:0046861,glyoxysomal membrane,"membrane,organelle,cellular anatomical entity",8,0.00030126153266804746
GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",protein-containing complex,8,0.00030126153266804746
GO:0055087,Ski complex,protein-containing complex,8,0.00030126153266804746
GO:0005658,alpha DNA polymerase:primase complex,protein-containing complex,8,0.00030126153266804746
GO:0000791,euchromatin,"cellular anatomical entity,chromatin",8,0.00030126153266804746
GO:0001726,ruffle,cellular anatomical entity,8,0.00030126153266804746
GO:0000015,phosphopyruvate hydratase complex,protein-containing complex,8,0.00030126153266804746
GO:0070652,HAUS complex,protein-containing complex,8,0.00030126153266804746
GO:0016235,aggresome,cellular anatomical entity,8,0.00030126153266804746
GO:0005637,nuclear inner membrane,"membrane,cellular anatomical entity",8,0.00030126153266804746
GO:0035577,azurophil granule membrane,"membrane,cellular anatomical entity",8,0.00030126153266804746
GO:0035145,exon-exon junction complex,protein-containing complex,8,0.00030126153266804746
GO:0031463,Cul3-RING ubiquitin ligase complex,protein-containing complex,8,0.00030126153266804746
GO:0012511,monolayer-surrounded lipid storage body,"organelle,cellular anatomical entity",8,0.00030126153266804746
GO:0009295,nucleoid,cellular anatomical entity,8,0.00030126153266804746
GO:0035618,root hair,cellular anatomical entity,8,0.00030126153266804746
GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",protein-containing complex,8,0.00030126153266804746
GO:0071540,"eukaryotic translation initiation factor 3 complex, eIF3e",protein-containing complex,8,0.00030126153266804746
GO:0005923,bicellular tight junction,"cell junction,cellular anatomical entity",8,0.00030126153266804746
GO:0045171,intercellular bridge,cellular anatomical entity,8,0.00030126153266804746
GO:0034271,"phosphatidylinositol 3-kinase complex, class III, type I",protein-containing complex,8,0.00030126153266804746
GO:0034272,"phosphatidylinositol 3-kinase complex, class III, type II",protein-containing complex,8,0.00030126153266804746
GO:0031314,extrinsic component of mitochondrial inner membrane,cellular anatomical entity,8,0.00030126153266804746
GO:0036464,cytoplasmic ribonucleoprotein granule,"supramolecular complex,organelle,cellular anatomical entity",8,0.00030126153266804746
GO:0019773,"proteasome core complex, alpha-subunit complex",protein-containing complex,8,0.00030126153266804746
GO:0030660,Golgi-associated vesicle membrane,"membrane,cellular anatomical entity",8,0.00030126153266804746
GO:0009360,DNA polymerase III complex,protein-containing complex,8,0.00030126153266804746
GO:0000798,nuclear cohesin complex,protein-containing complex,8,0.00030126153266804746
GO:0034455,t-UTP complex,protein-containing complex,8,0.00030126153266804746
GO:0005828,kinetochore microtubule,"supramolecular complex,cellular anatomical entity",8,0.00030126153266804746
GO:0005775,vacuolar lumen,"membrane-enclosed lumen,cellular anatomical entity",8,0.00030126153266804746
GO:0035327,transcriptionally active chromatin,"cellular anatomical entity,chromatin",8,0.00030126153266804746
GO:0010445,nuclear dicing body,cellular anatomical entity,8,0.00030126153266804746
GO:0009331,glycerol-3-phosphate dehydrogenase complex,protein-containing complex,8,0.00030126153266804746
GO:0005662,DNA replication factor A complex,protein-containing complex,8,0.00030126153266804746
GO:0090575,RNA polymerase II transcription regulator complex,protein-containing complex,8,0.00030126153266804746
GO:0043202,lysosomal lumen,"membrane-enclosed lumen,cellular anatomical entity",8,0.00030126153266804746
GO:0005971,ribonucleoside-diphosphate reductase complex,protein-containing complex,8,0.00030126153266804746
GO:0030141,secretory granule,"organelle,cellular anatomical entity",8,0.00030126153266804746
GO:0020002,host cell plasma membrane,cellular anatomical entity,8,0.00030126153266804746
GO:1990578,perinuclear endoplasmic reticulum membrane,"cellular anatomical entity,membrane",8,0.00030126153266804746
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,cellular anatomical entity,8,0.00030126153266804746
GO:0036126,sperm flagellum,"organelle,cellular anatomical entity",8,0.00030126153266804746
GO:0032993,protein-DNA complex,protein-containing complex,8,0.00030126153266804746
GO:0005577,fibrinogen complex,protein-containing complex,7,0.00026360384108454154
GO:0042807,central vacuole,"organelle,cellular anatomical entity",7,0.00026360384108454154
GO:0097526,spliceosomal tri-snRNP complex,protein-containing complex,7,0.00026360384108454154
GO:0005703,polytene chromosome puff,cellular anatomical entity,7,0.00026360384108454154
GO:0034657,GID complex,protein-containing complex,7,0.00026360384108454154
GO:0014731,spectrin-associated cytoskeleton,"organelle,cellular anatomical entity",7,0.00026360384108454154
GO:0030875,rDNA protrusion,cellular anatomical entity,7,0.00026360384108454154
GO:0070209,ASTRA complex,protein-containing complex,7,0.00026360384108454154
GO:0031261,DNA replication preinitiation complex,protein-containing complex,7,0.00026360384108454154
GO:0030017,sarcomere,cellular anatomical entity,7,0.00026360384108454154
GO:0016602,CCAAT-binding factor complex,protein-containing complex,7,0.00026360384108454154
GO:0090734,site of DNA damage,cellular anatomical entity,7,0.00026360384108454154
GO:0014704,intercalated disc,"cell junction,cellular anatomical entity",7,0.00026360384108454154
GO:0000813,ESCRT I complex,protein-containing complex,7,0.00026360384108454154
GO:0017053,transcription repressor complex,protein-containing complex,7,0.00026360384108454154
GO:0005753,mitochondrial proton-transporting ATP synthase complex,protein-containing complex,7,0.00026360384108454154
GO:0030658,transport vesicle membrane,"membrane,cellular anatomical entity",7,0.00026360384108454154
GO:0000445,THO complex part of transcription export complex,protein-containing complex,7,0.00026360384108454154
GO:0031209,SCAR complex,protein-containing complex,7,0.00026360384108454154
GO:0008023,transcription elongation factor complex,protein-containing complex,7,0.00026360384108454154
GO:0032127,dense core granule membrane,"membrane,cellular anatomical entity",7,0.00026360384108454154
GO:0046695,SLIK (SAGA-like) complex,protein-containing complex,7,0.00026360384108454154
GO:0030532,small nuclear ribonucleoprotein complex,protein-containing complex,7,0.00026360384108454154
GO:0005687,U4 snRNP,protein-containing complex,7,0.00026360384108454154
GO:0034719,SMN-Sm protein complex,protein-containing complex,7,0.00026360384108454154
GO:0005956,protein kinase CK2 complex,protein-containing complex,7,0.00026360384108454154
GO:0008622,epsilon DNA polymerase complex,protein-containing complex,7,0.00026360384108454154
GO:0097431,mitotic spindle pole,cellular anatomical entity,7,0.00026360384108454154
GO:0042765,GPI-anchor transamidase complex,protein-containing complex,7,0.00026360384108454154
GO:0033018,sarcoplasmic reticulum lumen,"membrane-enclosed lumen,cellular anatomical entity",7,0.00026360384108454154
GO:0005845,mRNA cap binding complex,protein-containing complex,7,0.00026360384108454154
GO:0043614,multi-eIF complex,protein-containing complex,7,0.00026360384108454154
GO:0035578,azurophil granule lumen,"membrane-enclosed lumen,cellular anatomical entity",7,0.00026360384108454154
GO:0034245,mitochondrial DNA-directed RNA polymerase complex,protein-containing complex,7,0.00026360384108454154
GO:0005656,nuclear pre-replicative complex,protein-containing complex,7,0.00026360384108454154
GO:0032302,MutSbeta complex,protein-containing complex,7,0.00026360384108454154
GO:0030428,cell septum,cellular anatomical entity,7,0.00026360384108454154
GO:0000311,plastid large ribosomal subunit,protein-containing complex,7,0.00026360384108454154
GO:1904813,ficolin-1-rich granule lumen,"membrane-enclosed lumen,cellular anatomical entity",7,0.00026360384108454154
GO:0032154,cleavage furrow,"cellular anatomical entity,membrane",7,0.00026360384108454154
GO:1990745,EARP complex,protein-containing complex,7,0.00026360384108454154
GO:0072562,blood microparticle,cellular anatomical entity,7,0.00026360384108454154
GO:0051233,spindle midzone,cellular anatomical entity,7,0.00026360384108454154
GO:0030479,actin cortical patch,cellular anatomical entity,7,0.00026360384108454154
GO:0005628,prospore membrane,"cellular anatomical entity,membrane",7,0.00026360384108454154
GO:0005652,nuclear lamina,cellular anatomical entity,7,0.00026360384108454154
GO:0071439,clathrin complex,protein-containing complex,7,0.00026360384108454154
GO:0001669,acrosomal vesicle,"organelle,cellular anatomical entity",7,0.00026360384108454154
GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex,protein-containing complex,6,0.00022594614950103558
GO:0000799,condensin complex,protein-containing complex,6,0.00022594614950103558
GO:0042721,TIM22 mitochondrial import inner membrane insertion complex,protein-containing complex,6,0.00022594614950103558
GO:0005798,Golgi-associated vesicle,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0090543,Flemming body,cellular anatomical entity,6,0.00022594614950103558
GO:0019013,viral nucleocapsid,none,6,0.00022594614950103558
GO:0030140,trans-Golgi network transport vesicle,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0085042,periarbuscular membrane,cellular anatomical entity,6,0.00022594614950103558
GO:0000408,EKC/KEOPS complex,protein-containing complex,6,0.00022594614950103558
GO:0031227,intrinsic component of endoplasmic reticulum membrane,cellular anatomical entity,6,0.00022594614950103558
GO:0030125,clathrin vesicle coat,protein-containing complex,6,0.00022594614950103558
GO:0010168,ER body,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0055044,symplast,cellular anatomical entity,6,0.00022594614950103558
GO:0032432,actin filament bundle,cellular anatomical entity,6,0.00022594614950103558
GO:0033180,"proton-transporting V-type ATPase, V1 domain",protein-containing complex,6,0.00022594614950103558
GO:0000126,transcription factor TFIIIB complex,protein-containing complex,6,0.00022594614950103558
GO:0033597,mitotic checkpoint complex,protein-containing complex,6,0.00022594614950103558
GO:0001673,male germ cell nucleus,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0099055,integral component of postsynaptic membrane,cellular anatomical entity,6,0.00022594614950103558
GO:0031207,Sec62/Sec63 complex,protein-containing complex,6,0.00022594614950103558
GO:0005854,nascent polypeptide-associated complex,protein-containing complex,6,0.00022594614950103558
GO:0005863,striated muscle myosin thick filament,"supramolecular complex,cellular anatomical entity",6,0.00022594614950103558
GO:0030315,T-tubule,cellular anatomical entity,6,0.00022594614950103558
GO:0031618,pericentric heterochromatin,"cellular anatomical entity,chromatin",6,0.00022594614950103558
GO:0030981,cortical microtubule cytoskeleton,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0030175,filopodium,cellular anatomical entity,6,0.00022594614950103558
GO:0005787,signal peptidase complex,protein-containing complex,6,0.00022594614950103558
GO:0099738,cell cortex region,"cytoplasm,cellular anatomical entity",6,0.00022594614950103558
GO:0070531,BRCA1-A complex,protein-containing complex,6,0.00022594614950103558
GO:0005700,polytene chromosome,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0070776,MOZ/MORF histone acetyltransferase complex,protein-containing complex,6,0.00022594614950103558
GO:0009528,plastid inner membrane,"membrane,cellular anatomical entity",6,0.00022594614950103558
GO:0009783,photosystem II antenna complex,protein-containing complex,6,0.00022594614950103558
GO:0030870,Mre11 complex,protein-containing complex,6,0.00022594614950103558
GO:0000795,synaptonemal complex,cellular anatomical entity,6,0.00022594614950103558
GO:0009511,plasmodesmatal endoplasmic reticulum,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0071541,"eukaryotic translation initiation factor 3 complex, eIF3m",protein-containing complex,6,0.00022594614950103558
GO:0032587,ruffle membrane,"membrane,cellular anatomical entity",6,0.00022594614950103558
GO:0030864,cortical actin cytoskeleton,"organelle,cellular anatomical entity",6,0.00022594614950103558
GO:0000164,protein phosphatase type 1 complex,protein-containing complex,6,0.00022594614950103558
GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain",protein-containing complex,6,0.00022594614950103558
GO:0032044,DSIF complex,protein-containing complex,6,0.00022594614950103558
GO:1990112,RQC complex,protein-containing complex,6,0.00022594614950103558
GO:0000943,retrotransposon nucleocapsid,cellular anatomical entity,6,0.00022594614950103558
GO:0000839,Hrd1p ubiquitin ligase ERAD-L complex,protein-containing complex,6,0.00022594614950103558
GO:0008274,gamma-tubulin ring complex,protein-containing complex,6,0.00022594614950103558
GO:0031313,extrinsic component of endosome membrane,cellular anatomical entity,6,0.00022594614950103558
GO:0005967,mitochondrial pyruvate dehydrogenase complex,protein-containing complex,6,0.00022594614950103558
GO:1990429,peroxisomal importomer complex,protein-containing complex,6,0.00022594614950103558
GO:0005846,nuclear cap binding complex,protein-containing complex,6,0.00022594614950103558
GO:0008352,katanin complex,protein-containing complex,6,0.00022594614950103558
GO:0051285,cell cortex of cell tip,"cytoplasm,cellular anatomical entity",6,0.00022594614950103558
GO:0071563,Myo2p-Vac17p-Vac8p transport complex,protein-containing complex,6,0.00022594614950103558
GO:0097550,transcription preinitiation complex,protein-containing complex,6,0.00022594614950103558
GO:0001401,SAM complex,protein-containing complex,6,0.00022594614950103558
GO:0030123,AP-3 adaptor complex,protein-containing complex,5,0.00018828845791752966
GO:0098572,stromal side of plastid thylakoid membrane,cellular anatomical entity,5,0.00018828845791752966
GO:0042641,actomyosin,cellular anatomical entity,5,0.00018828845791752966
GO:0005697,telomerase holoenzyme complex,protein-containing complex,5,0.00018828845791752966
GO:0035808,meiotic recombination initiation complex,protein-containing complex,5,0.00018828845791752966
GO:0000127,transcription factor TFIIIC complex,protein-containing complex,5,0.00018828845791752966
GO:0071008,U2-type post-mRNA release spliceosomal complex,protein-containing complex,5,0.00018828845791752966
GO:0042646,plastid nucleoid,"nucleoid,organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0034715,pICln-Sm protein complex,protein-containing complex,5,0.00018828845791752966
GO:0016234,inclusion body,cellular anatomical entity,5,0.00018828845791752966
GO:0009527,plastid outer membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0035649,Nrd1 complex,protein-containing complex,5,0.00018828845791752966
GO:0032807,DNA ligase IV complex,protein-containing complex,5,0.00018828845791752966
GO:0043196,varicosity,cellular anatomical entity,5,0.00018828845791752966
GO:0030667,secretory granule membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0042170,plastid membrane,"cellular anatomical entity,membrane",5,0.00018828845791752966
GO:0032039,integrator complex,protein-containing complex,5,0.00018828845791752966
GO:0036020,endolysosome membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0031226,intrinsic component of plasma membrane,cellular anatomical entity,5,0.00018828845791752966
GO:0005868,cytoplasmic dynein complex,protein-containing complex,5,0.00018828845791752966
GO:0070545,PeBoW complex,protein-containing complex,5,0.00018828845791752966
GO:0045252,oxoglutarate dehydrogenase complex,protein-containing complex,5,0.00018828845791752966
GO:0033179,"proton-transporting V-type ATPase, V0 domain",protein-containing complex,5,0.00018828845791752966
GO:0031429,box H/ACA snoRNP complex,protein-containing complex,5,0.00018828845791752966
GO:0005790,smooth endoplasmic reticulum,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0120105,"mitotic actomyosin contractile ring, intermediate layer",cellular anatomical entity,5,0.00018828845791752966
GO:0070822,Sin3-type complex,protein-containing complex,5,0.00018828845791752966
GO:0005872,minus-end kinesin complex,protein-containing complex,5,0.00018828845791752966
GO:0070852,cell body fiber,cellular anatomical entity,5,0.00018828845791752966
GO:0009569,chloroplast starch grain,cellular anatomical entity,5,0.00018828845791752966
GO:0000779,"condensed chromosome, centromeric region",cellular anatomical entity,5,0.00018828845791752966
GO:0043625,delta DNA polymerase complex,protein-containing complex,5,0.00018828845791752966
GO:0005784,Sec61 translocon complex,protein-containing complex,5,0.00018828845791752966
GO:0044615,nuclear pore nuclear basket,protein-containing complex,5,0.00018828845791752966
GO:0010005,"cortical microtubule, transverse to long axis","supramolecular complex,cellular anatomical entity",5,0.00018828845791752966
GO:0000324,fungal-type vacuole,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0005622,intracellular anatomical structure,cellular anatomical entity,5,0.00018828845791752966
GO:0005688,U6 snRNP,protein-containing complex,5,0.00018828845791752966
GO:0070390,transcription export complex 2,protein-containing complex,5,0.00018828845791752966
GO:0070382,exocytic vesicle,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0043240,Fanconi anaemia nuclear complex,protein-containing complex,5,0.00018828845791752966
GO:0008024,cyclin/CDK positive transcription elongation factor complex,protein-containing complex,5,0.00018828845791752966
GO:0043661,peribacteroid membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0055038,recycling endosome membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0031357,integral component of chloroplast inner membrane,cellular anatomical entity,5,0.00018828845791752966
GO:0000323,lytic vacuole,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:1904724,tertiary granule lumen,"membrane-enclosed lumen,cellular anatomical entity",5,0.00018828845791752966
GO:0030124,AP-4 adaptor complex,protein-containing complex,5,0.00018828845791752966
GO:0030121,AP-1 adaptor complex,protein-containing complex,5,0.00018828845791752966
GO:0035838,growing cell tip,cellular anatomical entity,5,0.00018828845791752966
GO:0005791,rough endoplasmic reticulum,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0033063,Rad51B-Rad51C-Rad51D-XRCC2 complex,protein-containing complex,5,0.00018828845791752966
GO:0031499,TRAMP complex,protein-containing complex,5,0.00018828845791752966
GO:0032391,photoreceptor connecting cilium,cellular anatomical entity,5,0.00018828845791752966
GO:0017087,mitochondrial processing peptidase complex,protein-containing complex,5,0.00018828845791752966
GO:0043073,germ cell nucleus,"organelle,cellular anatomical entity",5,0.00018828845791752966
GO:0009531,secondary cell wall,cellular anatomical entity,5,0.00018828845791752966
GO:0000783,nuclear telomere cap complex,protein-containing complex,5,0.00018828845791752966
GO:0019012,virion,virion,5,0.00018828845791752966
GO:0009575,chromoplast stroma,cellular anatomical entity,5,0.00018828845791752966
GO:0034426,etioplast membrane,"membrane,cellular anatomical entity",5,0.00018828845791752966
GO:0000500,RNA polymerase I upstream activating factor complex,protein-containing complex,5,0.00018828845791752966
GO:0031465,Cul4B-RING E3 ubiquitin ligase complex,protein-containing complex,4,0.00015063076633402373
GO:0009578,etioplast stroma,cellular anatomical entity,4,0.00015063076633402373
GO:0000125,PCAF complex,protein-containing complex,4,0.00015063076633402373
GO:0010007,magnesium chelatase complex,protein-containing complex,4,0.00015063076633402373
GO:0032545,CURI complex,protein-containing complex,4,0.00015063076633402373
GO:0044614,nuclear pore cytoplasmic filaments,protein-containing complex,4,0.00015063076633402373
GO:0009328,phenylalanine-tRNA ligase complex,protein-containing complex,4,0.00015063076633402373
GO:0032578,aleurone grain membrane,"membrane,cellular anatomical entity",4,0.00015063076633402373
GO:0097504,Gemini of coiled bodies,cellular anatomical entity,4,0.00015063076633402373
GO:0031304,intrinsic component of mitochondrial inner membrane,cellular anatomical entity,4,0.00015063076633402373
GO:0031941,filamentous actin,protein-containing complex,4,0.00015063076633402373
GO:0070939,Dsl1/NZR complex,protein-containing complex,4,0.00015063076633402373
GO:0048556,microsporocyte nucleus,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0097452,GAIT complex,protein-containing complex,4,0.00015063076633402373
GO:0097386,glial cell projection,cellular anatomical entity,4,0.00015063076633402373
GO:0000110,nucleotide-excision repair factor 1 complex,protein-containing complex,4,0.00015063076633402373
GO:0072494,host multivesicular body,cellular anatomical entity,4,0.00015063076633402373
GO:0005952,cAMP-dependent protein kinase complex,protein-containing complex,4,0.00015063076633402373
GO:0048555,generative cell nucleus,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0070821,tertiary granule membrane,"membrane,cellular anatomical entity",4,0.00015063076633402373
GO:0031897,Tic complex,protein-containing complex,4,0.00015063076633402373
GO:0030692,Noc4p-Nop14p complex,protein-containing complex,4,0.00015063076633402373
GO:0070761,pre-snoRNP complex,protein-containing complex,4,0.00015063076633402373
GO:0031985,Golgi cisterna,cellular anatomical entity,4,0.00015063076633402373
GO:0097344,Rix1 complex,protein-containing complex,4,0.00015063076633402373
GO:0016591,"RNA polymerase II, holoenzyme",protein-containing complex,4,0.00015063076633402373
GO:0043527,tRNA methyltransferase complex,protein-containing complex,4,0.00015063076633402373
GO:0008287,protein serine/threonine phosphatase complex,protein-containing complex,4,0.00015063076633402373
GO:0000417,HIR complex,protein-containing complex,4,0.00015063076633402373
GO:0044545,NSL complex,protein-containing complex,4,0.00015063076633402373
GO:1990726,Lsm1-7-Pat1 complex,protein-containing complex,4,0.00015063076633402373
GO:0035579,specific granule membrane,"membrane,cellular anatomical entity",4,0.00015063076633402373
GO:0034774,secretory granule lumen,"membrane-enclosed lumen,cellular anatomical entity",4,0.00015063076633402373
GO:0090695,Wpl/Pds5 cohesin loading/unloading complex,protein-containing complex,4,0.00015063076633402373
GO:0043680,filiform apparatus,cellular anatomical entity,4,0.00015063076633402373
GO:0031390,Ctf18 RFC-like complex,protein-containing complex,4,0.00015063076633402373
GO:0030863,cortical cytoskeleton,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0098556,cytoplasmic side of rough endoplasmic reticulum membrane,cellular anatomical entity,4,0.00015063076633402373
GO:1990879,CST complex,protein-containing complex,4,0.00015063076633402373
GO:0008275,gamma-tubulin small complex,protein-containing complex,4,0.00015063076633402373
GO:0034709,methylosome,protein-containing complex,4,0.00015063076633402373
GO:0043235,receptor complex,protein-containing complex,4,0.00015063076633402373
GO:0070451,cell hair,cellular anatomical entity,4,0.00015063076633402373
GO:0030119,AP-type membrane coat adaptor complex,protein-containing complex,4,0.00015063076633402373
GO:0033276,transcription factor TFTC complex,protein-containing complex,4,0.00015063076633402373
GO:0001750,photoreceptor outer segment,cellular anatomical entity,4,0.00015063076633402373
GO:0030137,COPI-coated vesicle,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0005742,mitochondrial outer membrane translocase complex,protein-containing complex,4,0.00015063076633402373
GO:0033268,node of Ranvier,cellular anatomical entity,4,0.00015063076633402373
GO:0033281,TAT protein transport complex,protein-containing complex,4,0.00015063076633402373
GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,protein-containing complex,4,0.00015063076633402373
GO:0009330,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",protein-containing complex,4,0.00015063076633402373
GO:0031674,I band,cellular anatomical entity,4,0.00015063076633402373
GO:0030016,myofibril,"supramolecular complex,organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0030117,membrane coat,protein-containing complex,4,0.00015063076633402373
GO:0097708,intracellular vesicle,"organelle,cellular anatomical entity",4,0.00015063076633402373
GO:0045178,basal part of cell,cellular anatomical entity,4,0.00015063076633402373
GO:0005902,microvillus,cellular anatomical entity,4,0.00015063076633402373
GO:0000814,ESCRT II complex,protein-containing complex,4,0.00015063076633402373
